date,point,Category,station_names
20000321,POINT (-86.05253 32.28393),1.0,Broad Acres
20000321,POINT (-86.89137 32.40392),0.0,Selma
20000321,POINT (-88.19743 32.608),0.0,Livingston-UWA
20000321,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000321,POINT (-85.51818 33.33168),2.0,Wedowee
20000321,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20000321,POINT (-86.53333 34.9),2.0,Wtars
20000321,POINT (-86.68333 34.43333),2.0,Stanley Farm
20000328,POINT (-86.55 34.78333),1.0,AAMU-JTG
20000328,POINT (-85.03693 31.01912),2.0,River Road Farms
20000328,POINT (-86.53333 34.9),1.0,Wtars
20000328,POINT (-85.74802 32.43455),1.0,Tuskegee
20000328,POINT (-86.68333 34.43333),1.0,Stanley Farm
20000328,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20000328,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000328,POINT (-85.51818 33.33168),2.0,Wedowee
20000328,POINT (-88.19743 32.608),0.0,Livingston-UWA
20000328,POINT (-86.89137 32.40392),0.0,Selma
20000328,POINT (-87.45618 34.17973),0.0,Sudduth Farms
20000328,POINT (-85.91028 32.41222),1.0,Morris Farms
20000328,POINT (-86.60236 34.89375),1.0,Bragg Farm
20000328,POINT (-86.05253 32.28393),1.0,Broad Acres
20000328,POINT (-86.16557 34.4448),1.0,Hodges
20000328,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20000328,POINT (-87.98685 34.81982),1.0,Isbell Farms
20000328,POINT (-87.69797 30.5238),1.0,Koptis Farms
20000404,POINT (-86.53333 34.9),0.0,Wtars
20000404,POINT (-85.03693 31.01912),2.0,River Road Farms
20000404,POINT (-85.74802 32.43455),1.0,Tuskegee
20000404,POINT (-86.05253 32.28393),1.0,Broad Acres
20000404,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20000404,POINT (-85.91028 32.41222),1.0,Morris Farms
20000404,POINT (-86.55 34.78333),0.0,AAMU-JTG
20000404,POINT (-86.60236 34.89375),0.0,Bragg Farm
20000404,POINT (-85.51818 33.33168),2.0,Wedowee
20000404,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000404,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20000404,POINT (-87.45618 34.17973),0.0,Sudduth Farms
20000404,POINT (-86.68333 34.43333),0.0,Stanley Farm
20000404,POINT (-86.89137 32.40392),0.0,Selma
20000404,POINT (-86.16557 34.4448),0.0,Hodges
20000404,POINT (-88.19743 32.608),0.0,Livingston-UWA
20000404,POINT (-87.98685 34.81982),0.0,Isbell Farms
20000404,POINT (-87.69797 30.5238),1.0,Koptis Farms
20000411,POINT (-87.69797 30.5238),1.0,Koptis Farms
20000411,POINT (-86.53333 34.9),,Wtars
20000411,POINT (-86.68333 34.43333),,Stanley Farm
20000411,POINT (-88.19743 32.608),,Livingston-UWA
20000411,POINT (-87.98685 34.81982),,Isbell Farms
20000411,POINT (-88.31003 33.10768),,Dee River Ranch
20000411,POINT (-85.91028 32.41222),1.0,Morris Farms
20000411,POINT (-86.60236 34.89375),,Bragg Farm
20000411,POINT (-86.55 34.78333),,AAMU-JTG
20000411,POINT (-85.51818 33.33168),2.0,Wedowee
20000411,POINT (-85.03693 31.01912),2.0,River Road Farms
20000411,POINT (-86.05253 32.28393),1.0,Broad Acres
20000411,POINT (-87.45618 34.17973),,Sudduth Farms
20000411,POINT (-86.79897 34.19492),,Cullman-NAHRC
20000411,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20000411,POINT (-86.16557 34.4448),0.0,Hodges
20000411,POINT (-85.74802 32.43455),1.0,Tuskegee
20000411,POINT (-86.89137 32.40392),0.0,Selma
20000418,POINT (-86.53333 34.9),,Wtars
20000418,POINT (-87.45618 34.17973),,Sudduth Farms
20000418,POINT (-86.68333 34.43333),,Stanley Farm
20000418,POINT (-88.19743 32.608),,Livingston-UWA
20000418,POINT (-87.98685 34.81982),,Isbell Farms
20000418,POINT (-86.16557 34.4448),,Hodges
20000418,POINT (-85.91028 32.41222),1.0,Morris Farms
20000418,POINT (-86.79897 34.19492),,Cullman-NAHRC
20000418,POINT (-86.60236 34.89375),,Bragg Farm
20000418,POINT (-86.55 34.78333),,AAMU-JTG
20000418,POINT (-85.51818 33.33168),2.0,Wedowee
20000418,POINT (-85.03693 31.01912),2.0,River Road Farms
20000418,POINT (-85.74802 32.43455),1.0,Tuskegee
20000418,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20000418,POINT (-88.31003 33.10768),,Dee River Ranch
20000418,POINT (-86.89137 32.40392),0.0,Selma
20000418,POINT (-86.05253 32.28393),1.0,Broad Acres
20000418,POINT (-87.69797 30.5238),1.0,Koptis Farms
20000425,POINT (-86.53333 34.9),,Wtars
20000425,POINT (-87.45618 34.17973),,Sudduth Farms
20000425,POINT (-86.68333 34.43333),,Stanley Farm
20000425,POINT (-88.19743 32.608),,Livingston-UWA
20000425,POINT (-87.98685 34.81982),,Isbell Farms
20000425,POINT (-86.16557 34.4448),,Hodges
20000425,POINT (-85.91028 32.41222),1.0,Morris Farms
20000425,POINT (-86.60236 34.89375),,Bragg Farm
20000425,POINT (-86.55 34.78333),,AAMU-JTG
20000425,POINT (-85.51818 33.33168),2.0,Wedowee
20000425,POINT (-85.03693 31.01912),2.0,River Road Farms
20000425,POINT (-85.74802 32.43455),1.0,Tuskegee
20000425,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20000425,POINT (-86.79897 34.19492),,Cullman-NAHRC
20000425,POINT (-88.31003 33.10768),,Dee River Ranch
20000425,POINT (-86.05253 32.28393),1.0,Broad Acres
20000425,POINT (-86.89137 32.40392),0.0,Selma
20000425,POINT (-87.69797 30.5238),1.0,Koptis Farms
20000502,POINT (-88.19743 32.608),,Livingston-UWA
20000502,POINT (-87.98685 34.81982),,Isbell Farms
20000502,POINT (-86.16557 34.4448),,Hodges
20000502,POINT (-88.31003 33.10768),,Dee River Ranch
20000502,POINT (-86.79897 34.19492),,Cullman-NAHRC
20000502,POINT (-86.55 34.78333),,AAMU-JTG
20000502,POINT (-85.51818 33.33168),2.0,Wedowee
20000502,POINT (-85.03693 31.01912),2.0,River Road Farms
20000502,POINT (-86.60236 34.89375),,Bragg Farm
20000502,POINT (-87.69797 30.5238),2.0,Koptis Farms
20000502,POINT (-87.55277 31.10923),2.0,Perdido Riv Farms
20000502,POINT (-86.53333 34.9),,Wtars
20000502,POINT (-87.45618 34.17973),,Sudduth Farms
20000502,POINT (-86.68333 34.43333),,Stanley Farm
20000502,POINT (-86.89137 32.40392),0.0,Selma
20000502,POINT (-85.91028 32.41222),1.0,Morris Farms
20000502,POINT (-85.74802 32.43455),1.0,Tuskegee
20000502,POINT (-86.05253 32.28393),1.0,Broad Acres
20000509,POINT (-86.60236 34.89375),,Bragg Farm
20000509,POINT (-87.45618 34.17973),,Sudduth Farms
20000509,POINT (-86.68333 34.43333),,Stanley Farm
20000509,POINT (-88.19743 32.608),,Livingston-UWA
20000509,POINT (-87.98685 34.81982),,Isbell Farms
20000509,POINT (-88.31003 33.10768),,Dee River Ranch
20000509,POINT (-86.79897 34.19492),,Cullman-NAHRC
20000509,POINT (-86.55 34.78333),,AAMU-JTG
20000509,POINT (-86.53333 34.9),,Wtars
20000509,POINT (-85.74802 32.43455),2.0,Tuskegee
20000509,POINT (-85.03693 31.01912),2.0,River Road Farms
20000509,POINT (-87.55277 31.10923),2.0,Perdido Riv Farms
20000509,POINT (-85.91028 32.41222),2.0,Morris Farms
20000509,POINT (-87.69797 30.5238),2.0,Koptis Farms
20000509,POINT (-86.05253 32.28393),2.0,Broad Acres
20000509,POINT (-86.89137 32.40392),1.0,Selma
20000509,POINT (-86.16557 34.4448),0.0,Hodges
20000509,POINT (-85.51818 33.33168),2.0,Wedowee
20000516,POINT (-86.05253 32.28393),2.0,Broad Acres
20000516,POINT (-85.91028 32.41222),2.0,Morris Farms
20000516,POINT (-85.74802 32.43455),2.0,Tuskegee
20000516,POINT (-85.51818 33.33168),2.0,Wedowee
20000516,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000516,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000516,POINT (-88.31003 33.10768),,Dee River Ranch
20000516,POINT (-86.55 34.78333),,AAMU-JTG
20000516,POINT (-86.60236 34.89375),,Bragg Farm
20000516,POINT (-86.89137 32.40392),1.0,Selma
20000516,POINT (-87.98685 34.81982),,Isbell Farms
20000516,POINT (-87.45618 34.17973),,Sudduth Farms
20000516,POINT (-86.53333 34.9),,Wtars
20000516,POINT (-86.16557 34.4448),0.0,Hodges
20000516,POINT (-85.03693 31.01912),3.0,River Road Farms
20000516,POINT (-88.19743 32.608),0.0,Livingston-UWA
20000516,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20000516,POINT (-86.68333 34.43333),0.0,Stanley Farm
20000523,POINT (-86.55 34.78333),0.0,AAMU-JTG
20000523,POINT (-85.03693 31.01912),3.0,River Road Farms
20000523,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000523,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000523,POINT (-85.51818 33.33168),2.0,Wedowee
20000523,POINT (-85.74802 32.43455),2.0,Tuskegee
20000523,POINT (-85.91028 32.41222),2.0,Morris Farms
20000523,POINT (-86.60236 34.89375),0.0,Bragg Farm
20000523,POINT (-86.05253 32.28393),2.0,Broad Acres
20000523,POINT (-86.53333 34.9),0.0,Wtars
20000523,POINT (-87.45618 34.17973),0.0,Sudduth Farms
20000523,POINT (-86.68333 34.43333),0.0,Stanley Farm
20000523,POINT (-88.19743 32.608),0.0,Livingston-UWA
20000523,POINT (-87.98685 34.81982),0.0,Isbell Farms
20000523,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000523,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20000523,POINT (-86.89137 32.40392),1.0,Selma
20000523,POINT (-86.16557 34.4448),0.0,Hodges
20000530,POINT (-85.03693 31.01912),3.0,River Road Farms
20000530,POINT (-86.55 34.78333),0.0,AAMU-JTG
20000530,POINT (-86.60236 34.89375),0.0,Bragg Farm
20000530,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000530,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000530,POINT (-85.51818 33.33168),2.0,Wedowee
20000530,POINT (-85.74802 32.43455),2.0,Tuskegee
20000530,POINT (-86.05253 32.28393),2.0,Broad Acres
20000530,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20000530,POINT (-85.91028 32.41222),2.0,Morris Farms
20000530,POINT (-86.89137 32.40392),1.0,Selma
20000530,POINT (-88.19743 32.608),1.0,Livingston-UWA
20000530,POINT (-87.98685 34.81982),1.0,Isbell Farms
20000530,POINT (-86.16557 34.4448),1.0,Hodges
20000530,POINT (-86.79897 34.19492),1.0,Cullman-NAHRC
20000530,POINT (-86.53333 34.9),0.0,Wtars
20000530,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000530,POINT (-86.68333 34.43333),1.0,Stanley Farm
20000606,POINT (-85.91028 32.41222),2.0,Morris Farms
20000606,POINT (-85.03693 31.01912),3.0,River Road Farms
20000606,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000606,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000606,POINT (-85.51818 33.33168),2.0,Wedowee
20000606,POINT (-85.74802 32.43455),2.0,Tuskegee
20000606,POINT (-86.05253 32.28393),2.0,Broad Acres
20000606,POINT (-86.79897 34.19492),1.0,Cullman-NAHRC
20000606,POINT (-86.68333 34.43333),1.0,Stanley Farm
20000606,POINT (-86.89137 32.40392),1.0,Selma
20000606,POINT (-88.19743 32.608),1.0,Livingston-UWA
20000606,POINT (-87.98685 34.81982),1.0,Isbell Farms
20000606,POINT (-86.60236 34.89375),0.0,Bragg Farm
20000606,POINT (-86.16557 34.4448),1.0,Hodges
20000606,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20000606,POINT (-86.53333 34.9),0.0,Wtars
20000606,POINT (-86.55 34.78333),1.0,AAMU-JTG
20000606,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20000613,POINT (-85.51818 33.33168),3.0,Wedowee
20000613,POINT (-87.98685 34.81982),1.0,Isbell Farms
20000613,POINT (-88.19743 32.608),1.0,Livingston-UWA
20000613,POINT (-86.68333 34.43333),1.0,Stanley Farm
20000613,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20000613,POINT (-86.53333 34.9),1.0,Wtars
20000613,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20000613,POINT (-86.16557 34.4448),2.0,Hodges
20000613,POINT (-86.89137 32.40392),2.0,Selma
20000613,POINT (-86.05253 32.28393),3.0,Broad Acres
20000613,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000613,POINT (-85.91028 32.41222),3.0,Morris Farms
20000613,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000613,POINT (-86.60236 34.89375),1.0,Bragg Farm
20000613,POINT (-85.03693 31.01912),4.0,River Road Farms
20000613,POINT (-85.74802 32.43455),3.0,Tuskegee
20000613,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20000613,POINT (-86.55 34.78333),1.0,AAMU-JTG
20000620,POINT (-86.60236 34.89375),1.0,Bragg Farm
20000620,POINT (-86.55 34.78333),1.0,AAMU-JTG
20000620,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20000620,POINT (-87.98685 34.81982),1.0,Isbell Farms
20000620,POINT (-88.19743 32.608),1.0,Livingston-UWA
20000620,POINT (-86.68333 34.43333),1.0,Stanley Farm
20000620,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20000620,POINT (-86.53333 34.9),1.0,Wtars
20000620,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20000620,POINT (-85.51818 33.33168),3.0,Wedowee
20000620,POINT (-86.16557 34.4448),2.0,Hodges
20000620,POINT (-86.89137 32.40392),2.0,Selma
20000620,POINT (-86.05253 32.28393),3.0,Broad Acres
20000620,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000620,POINT (-85.91028 32.41222),3.0,Morris Farms
20000620,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000620,POINT (-85.74802 32.43455),3.0,Tuskegee
20000620,POINT (-85.03693 31.01912),4.0,River Road Farms
20000627,POINT (-87.98685 34.81982),0.0,Isbell Farms
20000627,POINT (-86.55 34.78333),1.0,AAMU-JTG
20000627,POINT (-86.60236 34.89375),1.0,Bragg Farm
20000627,POINT (-85.03693 31.01912),4.0,River Road Farms
20000627,POINT (-85.51818 33.33168),3.0,Wedowee
20000627,POINT (-85.74802 32.43455),3.0,Tuskegee
20000627,POINT (-87.55277 31.10923),3.0,Perdido Riv Farms
20000627,POINT (-87.69797 30.5238),3.0,Koptis Farms
20000627,POINT (-86.05253 32.28393),3.0,Broad Acres
20000627,POINT (-86.89137 32.40392),2.0,Selma
20000627,POINT (-85.91028 32.41222),3.0,Morris Farms
20000627,POINT (-86.53333 34.9),1.0,Wtars
20000627,POINT (-87.45618 34.17973),1.0,Sudduth Farms
